200	3.346259
200.5	3.337047
201	3.343956
201.5	3.410743
202	3.327835
202.5	3.304805
203	3.279472
203.5	3.325532
204	3.274866
204.5	3.309411
205	3.251836
205.5	3.24723
206	3.254139
206.5	3.267957
207	3.242624
207.5	3.240321
208	3.217291
208.5	3.217291
209	3.217291
209.5	3.210382
210	3.187352
210.5	3.203473
211	3.208079
211.5	3.203473
212	3.205776
212.5	3.194261
213	3.196564
213.5	3.175837
214	3.17814
214.5	3.191958
215	3.175837
215.5	3.159716
216	3.152807
216.5	3.164322
217	3.145898
217.5	3.145898
218	3.138989
218.5	3.125171
219	3.127474
219.5	3.13208
220	3.113656
220.5	3.115959
221	3.102141
221.5	3.120565
222	3.092929
222.5	3.095232
223	3.120565
223.5	3.092929
224	3.095232
224.5	3.097535
225	3.092929
225.5	3.083717
226	3.079111
226.5	3.102141
227	3.076808
227.5	3.079111
228	3.090626
228.5	3.072202
229	3.065293
229.5	3.067596
230	3.069899
230.5	3.081414
231	3.074505
231.5	3.067596
232	3.056081
232.5	3.060687
233	3.051475
233.5	3.056081
234	3.037657
234.5	3.030748
235	3.060687
235.5	3.049172
236	3.053778
236.5	3.03996
237	3.046869
237.5	3.03996
238	3.026142
238.5	3.026142
239	3.01693
239.5	3.01693
240	3.021536
240.5	3.003112
241	3.000809
241.5	3.010021
242	2.991597
242.5	3.003112
243	2.9939
243.5	2.977779
244	2.961658
244.5	2.94784
245	2.934022
245.5	2.915598
246	2.906386
246.5	2.864932
247	2.846508
247.5	2.830387
248	2.784327
248.5	2.749782
249	2.712934
249.5	2.682995
250	2.639238
250.5	2.590875
251	2.544815
251.5	2.519482
252	2.484937
252.5	2.443483
253	2.411241
253.5	2.39512
254	2.376696
254.5	2.369787
255	2.358272
255.5	2.358272
256	2.358272
256.5	2.355969
257	2.360575
257.5	2.358272
258	2.365181
258.5	2.360575
259	2.355969
259.5	2.346757
260	2.346757
260.5	2.344454
261	2.337545
261.5	2.339848
262	2.332939
262.5	2.342151
263	2.339848
263.5	2.355969
264	2.362878
264.5	2.37209
265	2.388211
265.5	2.413544
266	2.434271
266.5	2.450392
267	2.475725
267.5	2.473422
268	2.494149
268.5	2.491846
269	2.507967
269.5	2.496452
270	2.48724
270.5	2.489543
271	2.459604
271.5	2.46421
272	2.445786
272.5	2.436574
273	2.420453
273.5	2.406635
274	2.383605
274.5	2.37209
275	2.374393
275.5	2.37209
276	2.365181
276.5	2.360575
277	2.353666
277.5	2.360575
278	2.37209
278.5	2.365181
279	2.360575
279.5	2.360575
280	2.360575
280.5	2.355969
281	2.339848
281.5	2.321424
282	2.305303
282.5	2.270758
283	2.247728
283.5	2.208577
284	2.183244
284.5	2.144093
285	2.098033
285.5	2.054276
286	2.008216
286.5	1.978277
287	1.925308
287.5	1.883854
288	1.835491
288.5	1.791734
289	1.75028
289.5	1.701917
290	1.660463
290.5	1.625918
291	1.577555
291.5	1.533798
292	1.508465
292.5	1.469314
293	1.437072
293.5	1.402527
294	1.374891
294.5	1.338043
295	1.324225
295.5	1.301195
296	1.280468
296.5	1.273559
297	1.262044
297.5	1.250529
298	1.248226
298.5	1.236711
299	1.239014
299.5	1.227499
300	1.211378
300.5	1.206772
301	1.195257
301.5	1.186045
302	1.167621
302.5	1.1515
303	1.130773
303.5	1.110046
304	1.087016
304.5	1.05938
305	1.03635
305.5	1.008714
306	0.983381
306.5	0.960351
307	0.935018
307.5	0.907382
308	0.893564
308.5	0.879746
309	0.872837
309.5	0.861322
310	0.859019
310.5	0.849807
311	0.854413
311.5	0.859019
312	0.856716
312.5	0.863625
313	0.870534
313.5	0.888958
314	0.89817
314.5	0.893564
315	0.89817
315.5	0.895867
316	0.89817
316.5	0.895867
317	0.886655
317.5	0.872837
318	0.85211
318.5	0.831383
319	0.812959
319.5	0.796838
320	0.771505
320.5	0.753081
321	0.734657
321.5	0.709324
322	0.6909
322.5	0.677082
323	0.656355
323.5	0.642537
324	0.624113
324.5	0.617204
325	0.605689
325.5	0.582659
326	0.582659
326.5	0.578053
327	0.566538
327.5	0.561932
328	0.550417
328.5	0.548114
329	0.545811
329.5	0.536599
330	0.52969
330.5	0.52969
331	0.522781
331.5	0.515872
332	0.522781
332.5	0.522781
333	0.50666
333.5	0.499751
334	0.499751
334.5	0.488236
335	0.485933
335.5	0.488236
336	0.481327
336.5	0.481327
337	0.485933
337.5	0.476721
338	0.469812
338.5	0.465206
339	0.465206
339.5	0.455994
340	0.465206
340.5	0.458297
341	0.455994
341.5	0.451388
342	0.449085
342.5	0.451388
343	0.43757
343.5	0.442176
344	0.442176
344.5	0.439873
345	0.435267
345.5	0.435267
346	0.435267
346.5	0.432964
347	0.435267
347.5	0.430661
348	0.428358
348.5	0.423752
349	0.426055
349.5	0.416843
350	0.421449
350.5	0.419146
351	0.419146
351.5	0.416843
352	0.416843
352.5	0.41454
353	0.403025
353.5	0.403025
354	0.396116
354.5	0.403025
355	0.405328
355.5	0.398419
356	0.403025
356.5	0.396116
357	0.400722
357.5	0.393813
358	0.396116
358.5	0.393813
359	0.393813
359.5	0.389207
360	0.389207
360.5	0.384601
361	0.386904
361.5	0.384601
362	0.384601
362.5	0.386904
363	0.382298
363.5	0.382298
364	0.382298
364.5	0.377692
365	0.36848
365.5	0.373086
366	0.373086
366.5	0.375389
367	0.36848
367.5	0.36848
368	0.370783
368.5	0.36848
369	0.361571
369.5	0.36848
370	0.361571
370.5	0.359268
371	0.361571
371.5	0.356965
372	0.363874
372.5	0.361571
373	0.359268
373.5	0.363874
374	0.361571
374.5	0.361571
375	0.361571
375.5	0.352359
376	0.356965
376.5	0.361571
377	0.359268
377.5	0.352359
378	0.352359
378.5	0.352359
379	0.352359
379.5	0.347753
380	0.350056
380.5	0.347753
381	0.347753
381.5	0.347753
382	0.347753
382.5	0.347753
383	0.350056
383.5	0.34545
384	0.350056
384.5	0.34545
385	0.343147
385.5	0.34545
386	0.347753
386.5	0.340844
387	0.343147
387.5	0.338541
388	0.338541
388.5	0.343147
389	0.338541
389.5	0.338541
390	0.336238
390.5	0.336238
391	0.336238
391.5	0.336238
392	0.333935
392.5	0.336238
393	0.331632
393.5	0.329329
394	0.336238
394.5	0.331632
395	0.331632
395.5	0.331632
396	0.327026
396.5	0.331632
397	0.329329
397.5	0.329329
398	0.329329
398.5	0.327026
399	0.331632
399.5	0.327026
400	0.329329
400.5	0.327026
401	0.333935
401.5	0.327026
402	0.324723
402.5	0.327026
403	0.327026
403.5	0.324723
404	0.327026
404.5	0.32242
405	0.32242
405.5	0.324723
406	0.32242
406.5	0.324723
407	0.324723
407.5	0.324723
408	0.320117
408.5	0.32242
409	0.320117
409.5	0.32242
410	0.320117
410.5	0.317814
411	0.317814
411.5	0.320117
412	0.315511
412.5	0.317814
413	0.320117
413.5	0.317814
414	0.315511
414.5	0.315511
415	0.317814
415.5	0.315511
416	0.320117
416.5	0.315511
417	0.315511
417.5	0.315511
418	0.315511
418.5	0.315511
419	0.313208
419.5	0.315511
420	0.313208
420.5	0.313208
421	0.310905
421.5	0.313208
422	0.313208
422.5	0.310905
423	0.313208
423.5	0.313208
424	0.310905
424.5	0.310905
425	0.308602
425.5	0.313208
426	0.313208
426.5	0.308602
427	0.313208
427.5	0.308602
428	0.308602
428.5	0.308602
429	0.308602
429.5	0.306299
430	0.310905
430.5	0.308602
431	0.308602
431.5	0.306299
432	0.306299
